id,filename,class,nn1
10829,VALID_1038_f_131897792116861240L,f,test
10830,TRAIN_5067_b_131897854019166976L,b,train
10831,VALID_5718_b_131897869363586424L,b,test
10832,TRAIN_1530_b_131897808969318974L,b,train
10833,TRAIN_4487_b_131897845020089781L,b,train
10834,TRAIN_3237_a_131897833441290291L,a,train
10835,VALID_2705_a_131897817507988643L,a,test
10836,TRAIN_2653_f_131897825038347119L,f,train
10837,TRAIN_1707_f_131897811488966737L,f,train
10838,TRAIN_3353_b_131897827387299660L,b,train
10839,TRAIN_5313_p_131897857884577762L,p,train
10840,VALID_5042_b_131897853637341652L,b,test
10841,TRAIN_2294_a_131897819865432455L,a,train
10842,TRAIN_2901_f_131897828586337085L,f,train
10843,VALID_3003_a_131897822076971141L,a,test
10844,VALID_185_b_131897779521894588L,b,test
10845,TRAIN_3226_p_131897833276124754L,p,train
10846,TRAIN_5069_p_131897854049790902L,p,train
10847,TRAIN_178_p_131897790129547852L,p,train
10848,TRAIN_3866_b_131897835346325572L,b,train
10849,VALID_4551_f_131897852365025168L,f,test
10850,TRAIN_2253_f_131897810650120729L,f,train
10851,TRAIN_4733_f_131897848879805340L,f,train
10852,TRAIN_4451_f_131897844476361759L,f,train
10853,VALID_3_f_131897787863669546L,f,test
10854,TRAIN_2653_a_131897816742796712L,a,train
10855,VALID_4931_f_131897851916584001L,f,test
10856,VALID_2334_f_131897811871698111L,f,test
10857,TRAIN_5354_b_131897858521575337L,b,train
10858,TRAIN_1115_a_131897793239967405L,a,train
10859,TRAIN_4734_p_131897855008581303L,p,train
10860,VALID_5969_a_131897872991721498L,a,test
10861,TRAIN_5640_a_131897862894897426L,a,train
10862,TRAIN_4268_b_131897848262658384L,b,train
10863,VALID_5283_p_131897863119249577L,p,test
10864,VALID_1397_p_131897807006729267L,p,test
10865,TRAIN_206_p_131897790498328420L,p,train
10866,TRAIN_4729_b_131897854942640865L,b,train
10867,TRAIN_1232_f_131897804648967099L,f,train
10868,TRAIN_4943_a_131897858089652174L,a,train
10869,TRAIN_617_b_131897785921275791L,b,train
10870,TRAIN_5721_b_131897869408120286L,b,train
10871,TRAIN_549_a_131897784945621177L,a,train
10872,TRAIN_2133_p_131897817468917947L,p,train
10873,TRAIN_111_a_131897778454860866L,a,train
10874,TRAIN_2060_p_131897816435122950L,p,train
10875,TRAIN_5262_a_131897862783451328L,a,train
10876,TRAIN_2200_a_131897809842858345L,a,train
10877,VALID_4570_b_131897846315437847L,b,test
10878,TRAIN_2632_f_131897816411412416L,f,train
10879,TEST_4944_a_131897852115927674L,a,valid
10880,VALID_5255_a_131897862688915957L,a,test
10881,VALID_1277_p_131897805286340409L,p,test
10882,TRAIN_5783_p_131897870306284506L,p,train
10883,TRAIN_421_p_131897793406742245L,p,train
10884,VALID_5982_p_131897868191212087L,p,test
10885,TRAIN_1990_a_131897815450078642L,a,train
10886,VALID_3562_p_131897830636506388L,p,test
10887,VALID_2410_b_131897813032701841L,b,test
10888,TRAIN_2012_a_131897807013992965L,a,train
10889,TRAIN_3580_a_131897830901001277L,a,train
10890,VALID_2067_b_131897807818393496L,b,test
10891,TEST_4094_b_131897845714267242L,b,valid
10892,TRAIN_5189_b_131897861672619453L,b,train
10893,TRAIN_2541_f_131897823420291820L,f,train
10894,TRAIN_1387_b_131897806861566912L,b,train
10895,TRAIN_2890_a_131897820382360835L,a,train
10896,TRAIN_2377_a_131897812532330516L,a,train
10897,TRAIN_579_f_131897785374291790L,f,train
10898,TRAIN_5588_f_131897867499286050L,f,train
10899,TRAIN_1528_f_131897808943537466L,f,train
10900,TRAIN_1513_a_131897808728056565L,a,train
10901,VALID_201_f_131897790429106335L,f,test
10902,VALID_3785_b_131897841325479215L,b,test
10903,VALID_4391_a_131897843541053342L,a,test
10904,TRAIN_2606_f_131897824367844166L,f,train
10905,TRAIN_5512_f_131897860949150345L,f,train
10906,TRAIN_2835_p_131897819549416243L,p,train
10907,TRAIN_5910_b_131897867069170808L,b,train
10908,VALID_4819_b_131897856279886221L,b,test
10909,VALID_1398_p_131897797632676736L,p,test
10910,TRAIN_1923_b_131897814523633015L,b,train
10911,TRAIN_5682_f_131897863525673771L,f,train
10912,TEST_1634_b_131897810457199479L,b,valid
10913,TRAIN_2018_p_131897807101902971L,p,train
10914,TRAIN_5450_a_131897859962880216L,a,train
10915,TRAIN_1744_b_131897812002583679L,b,train
10916,VALID_3411_b_131897835911096472L,b,test
10917,TEST_2914_f_131897820729026321L,f,valid
10918,TRAIN_5624_b_131897868013216240L,b,train
10919,TRAIN_1965_a_131897815094752707L,a,train
10920,VALID_5930_p_131897872420447814L,p,test
10921,VALID_2165_a_131897817941754465L,a,test
10922,VALID_964_a_131897800872235425L,a,test
10923,TRAIN_2631_b_131897816394410261L,b,train
10924,VALID_3218_p_131897825372725962L,p,test
10925,TRAIN_4945_b_131897852130044333L,b,train
10926,TRAIN_5233_b_131897862354057058L,b,train
10927,VALID_4307_a_131897842243003181L,a,test
10928,TRAIN_3042_a_131897822679661352L,a,train
10929,TRAIN_1567_f_131897809504344502L,f,train
10930,TRAIN_3332_f_131897834781670063L,f,train
10931,TRAIN_1385_f_131897806835471229L,f,train
10932,TRAIN_151_p_131897789776407910L,p,train
10933,TRAIN_3916_p_131897843179469086L,p,train
10934,TRAIN_996_f_131897791484446508L,f,train
10935,VALID_1740_p_131897802835719089L,p,test
10936,VALID_3739_b_131897840651754952L,b,test
10937,TRAIN_3157_a_131897824435723279L,a,train
10938,TRAIN_2142_f_131897817597361800L,f,train
10939,TRAIN_217_b_131897790645678753L,b,train
10940,TRAIN_2422_p_131897821733797126L,p,train
10941,TRAIN_5688_b_131897868918410410L,b,train
10942,TRAIN_5301_p_131897863390044476L,p,train
10943,VALID_1937_b_131897814716141604L,b,test
10944,VALID_4635_b_131897847345637573L,b,test
10945,TEST_285_b_131897780984576508L,b,valid
10946,TRAIN_5059_b_131897859787854376L,b,train
10947,TRAIN_4485_f_131897844988724466L,f,train
10948,TEST_91_p_131897778166792740L,p,valid
10949,TRAIN_800_p_131897788646596497L,p,train
10950,TRAIN_3620_p_131897838902316737L,p,train
10951,TRAIN_4555_f_131897852422059209L,f,train
10952,VALID_4861_b_131897856869129488L,b,test
10953,TRAIN_1479_f_131897798874992729L,f,train
10954,VALID_1215_a_131897804414270406L,a,test
10955,VALID_28_p_131897777336067328L,p,test
10956,TRAIN_3475_a_131897829278851479L,a,train
10957,TRAIN_203_p_131897790455514149L,p,train
10958,VALID_5864_f_131897866360557999L,f,test
10959,TRAIN_1898_b_131897805249053483L,b,train
10960,TRAIN_46_b_131897788413380616L,b,train
10961,VALID_2525_b_131897823185280028L,b,test
10962,TRAIN_2783_f_131897818768702365L,f,train
10963,TRAIN_3079_a_131897831165222528L,a,train
10964,TRAIN_1699_b_131897811372399593L,b,train
10965,TRAIN_184_b_131897779506286632L,b,train
10966,VALID_1615_a_131897800964522944L,a,test
10967,VALID_5778_p_131897870240657647L,p,test
10968,VALID_2376_p_131897821039701362L,p,test
10969,TRAIN_4056_f_131897845175026266L,f,train
10970,TEST_1270_p_131897805198524074L,p,valid
10971,VALID_474_p_131897794122402236L,p,test
10972,TRAIN_4104_p_131897845859118053L,p,train
10973,TRAIN_1475_b_131897808163967769L,b,train
10974,TRAIN_3477_f_131897836819414657L,f,train
10975,VALID_1065_a_131897792513155854L,a,test
10976,TRAIN_4624_p_131897853422260814L,p,train
10977,TRAIN_2288_b_131897819773240998L,b,train
10978,TEST_2900_a_131897828569617009L,a,valid
10979,TRAIN_3426_a_131897836119073828L,a,train
10980,VALID_2647_b_131897824957873067L,b,test
10981,TRAIN_2710_p_131897817588494038L,p,train
10982,TRAIN_5342_f_131897863974756347L,f,train
10983,TRAIN_3938_b_131897836472619054L,b,train
10984,TRAIN_3588_f_131897838426201672L,f,train
10985,TRAIN_3223_b_131897825445313377L,b,train
10986,VALID_190_f_131897779588446254L,f,test
10987,TRAIN_3726_f_131897833154569758L,f,train
10988,TRAIN_5304_b_131897857736395838L,b,train
10989,VALID_1147_a_131897803451725994L,a,test
10990,TEST_2884_a_131897828342419231L,a,valid
10991,TRAIN_583_p_131897785428926422L,p,train
10992,TRAIN_2664_a_131897825195855922L,a,train
10993,TRAIN_4763_p_131897855452348383L,p,train
10994,VALID_3010_b_131897822181502789L,b,test
10995,TRAIN_5683_f_131897868850751209L,f,train
10996,TRAIN_4750_b_131897849129330418L,b,train
10997,TEST_2724_a_131897826064493117L,a,valid
10998,TRAIN_1865_p_131897804753020774L,p,train
10999,TRAIN_4809_p_131897856134566631L,p,train
11000,TRAIN_4534_b_131897845759913034L,b,train
11001,TRAIN_2051_a_131897807578172909L,a,train
11002,TRAIN_2660_b_131897816845325242L,b,train
11003,VALID_2990_a_131897821871677421L,a,test
11004,TEST_3874_b_131897835466811684L,b,valid
11005,TRAIN_2659_f_131897825118351627L,f,train
11006,TEST_503_a_131897794521170297L,a,valid
11007,TRAIN_2069_p_131897816559659678L,p,train
11008,VALID_1301_b_131897796115627398L,b,test
11009,TRAIN_593_f_131897785572411668L,f,train
11010,TEST_4786_b_131897855787832480L,b,valid
11011,TRAIN_5768_f_131897864846568268L,f,train
11012,TRAIN_927_f_131897800327993036L,f,train
11013,VALID_4651_b_131897853808216648L,b,test
11014,VALID_4855_a_131897850754917494L,a,test
11015,VALID_3434_b_131897828631230184L,b,test
11016,TRAIN_4722_p_131897854837793691L,p,train
11017,VALID_1450_f_131897807801297863L,f,test
11018,TRAIN_4877_f_131897857090546785L,f,train
11019,TRAIN_1902_a_131897814224871612L,a,train
11020,VALID_435_a_131897783212796140L,a,test
11021,TRAIN_5213_a_131897856307438278L,a,train
11022,TEST_1277_f_131897795716618220L,f,valid
11023,VALID_2374_f_131897812491863925L,f,test
11024,TRAIN_5492_b_131897860634036701L,b,train
11025,TRAIN_1112_a_131897802968266703L,a,train
11026,TRAIN_1944_a_131897805985196667L,a,train
11027,TRAIN_3664_p_131897832192030024L,p,train
11028,TRAIN_3139_b_131897824161220697L,b,train
11029,TRAIN_3432_f_131897828596454610L,f,train
11030,TRAIN_4707_a_131897854630753322L,a,train
11031,TRAIN_5594_f_131897867581321196L,f,train
11032,TRAIN_37_f_131897777452162913L,f,train
11033,TRAIN_4324_p_131897849075035903L,p,train
11034,TRAIN_4679_p_131897854213078909L,p,train
11035,TRAIN_5214_f_131897862048730153L,f,train
11036,TRAIN_3807_a_131897841638618529L,a,train
11037,TRAIN_3747_f_131897833464627489L,f,train
11038,TRAIN_3576_p_131897838237286943L,p,train
11039,TRAIN_5874_f_131897866509183969L,f,train
11040,TRAIN_5286_a_131897857451373245L,a,train
11041,VALID_2915_b_131897828776659870L,b,test
11042,TEST_5996_f_131897868410044214L,f,valid
11043,TRAIN_2810_b_131897819176975971L,b,train
11044,TRAIN_2529_b_131897823243095670L,b,train
11045,TRAIN_4472_f_131897851212475915L,f,train
11046,VALID_2167_p_131897809330923217L,p,test
11047,TRAIN_2026_f_131897807218495452L,f,train
11048,TRAIN_3913_f_131897843140249088L,f,train
11049,TEST_5552_f_131897861565840353L,f,valid
11050,TRAIN_709_p_131897787279740549L,p,train
11051,TRAIN_2392_a_131897821296432096L,a,train
11052,VALID_4603_a_131897846835293589L,a,test
11053,TRAIN_1260_a_131897795427941391L,a,train
11054,VALID_3541_a_131897830299244584L,a,test
11055,VALID_1892_b_131897814082208591L,b,test
11056,TRAIN_466_b_131897794018490461L,b,train
11057,TRAIN_5036_b_131897859446431540L,b,train
11058,VALID_903_p_131897800009696812L,p,test
11059,TRAIN_1547_p_131897809217300124L,p,train
11060,TRAIN_3783_b_131897841296104042L,b,train
11061,VALID_5507_f_131897860870054001L,f,test
11062,TRAIN_2247_p_131897819164777146L,p,train
11063,TRAIN_3292_a_131897834207268320L,a,train
11064,VALID_5605_p_131897862368433787L,p,test
11065,VALID_4488_f_131897851452328557L,f,test
11066,TRAIN_180_b_131897790160957493L,b,train
11067,TRAIN_1853_a_131897813531088549L,a,train
11068,TRAIN_5455_f_131897860038137664L,f,train
11069,TRAIN_5385_f_131897864587127745L,f,train
11070,TRAIN_5866_a_131897866387413432L,a,train
11071,VALID_5909_f_131897872128870754L,f,test
11072,TEST_1467_b_131897798680930453L,b,valid
11073,TEST_2941_f_131897821119247960L,f,valid
11074,VALID_2263_a_131897810791057225L,a,test
11075,TRAIN_1549_a_131897799941340901L,a,train
11076,TRAIN_1306_b_131897796198661306L,b,train
11077,VALID_3735_b_131897833291485529L,b,test
11078,TRAIN_5377_b_131897864470559164L,b,train
11079,TRAIN_3791_b_131897834151650641L,b,train
11080,TEST_3294_f_131897826509866476L,f,valid
11081,TRAIN_2229_b_131897818892578342L,b,train
11082,VALID_93_f_131897789006374961L,f,test
11083,TEST_5369_f_131897858742243661L,f,valid
11084,VALID_5793_p_131897865238792656L,p,test
11085,VALID_2093_f_131897808210200129L,f,test
11086,TRAIN_75_a_131897788786989110L,a,train
11087,TEST_5227_a_131897862254365083L,a,valid
11088,TRAIN_4724_b_131897848736714493L,b,train
11089,TRAIN_2832_a_131897827592694538L,a,train
11090,VALID_2488_a_131897822661652312L,a,test
11091,TRAIN_668_p_131897786676060410L,p,train
11092,TRAIN_2929_p_131897828979639318L,p,train
11093,TRAIN_3463_f_131897836625969818L,f,train
11094,TEST_3689_p_131897839916425826L,p,valid
11095,TRAIN_527_b_131897784602718404L,b,train
11096,VALID_1885_p_131897813977516372L,p,test
11097,TRAIN_4171_f_131897840149228908L,f,train
11098,VALID_4641_p_131897847441340958L,p,test
11099,VALID_5062_b_131897859831136809L,b,test
11100,TEST_3746_a_131897840755062597L,a,valid
11101,VALID_494_b_131897794399445816L,b,test
11102,TRAIN_2491_a_131897822702280808L,a,train
11103,TRAIN_3273_p_131897826200864394L,p,train
11104,TRAIN_1214_f_131897794699259756L,f,train
11105,VALID_464_b_131897783667646892L,b,test
11106,TRAIN_4060_p_131897845234717294L,p,train
11107,TRAIN_129_a_131897789486239751L,a,train
11108,TRAIN_2984_a_131897829800152649L,a,train
11109,TRAIN_5782_p_131897865067359837L,p,train
11110,TRAIN_86_f_131897788921372050L,f,train
11111,VALID_2399_a_131897821392531163L,a,test
11112,VALID_3435_f_131897836235953715L,f,test
11113,VALID_4038_a_131897838041987004L,a,test
11114,TRAIN_2097_f_131897816971240167L,f,train
11115,TRAIN_687_p_131897786952010232L,p,train
11116,TRAIN_2763_b_131897826609521331L,b,train
11117,TRAIN_4001_b_131897844387022348L,b,train
11118,TRAIN_727_f_131897797563645309L,f,train
11119,TRAIN_5313_p_131897863559113343L,p,train
11120,VALID_576_f_131897795517462228L,f,test
11121,TRAIN_930_p_131897800376432974L,p,train
11122,TRAIN_3865_a_131897842458813032L,a,train
11123,VALID_2884_a_131897820290719521L,a,test
11124,TRAIN_4440_b_131897850749799293L,b,train
11125,TRAIN_5176_a_131897855719453542L,a,train
11126,TRAIN_4825_p_131897856360358254L,p,train
11127,TRAIN_4225_b_131897840972583686L,b,train
11128,VALID_2805_a_131897827211113228L,a,test
11129,TEST_742_f_131897787772747199L,f,valid
11130,TRAIN_1110_b_131897802936390696L,b,train
11131,TRAIN_5222_f_131897856446239681L,f,train
11132,VALID_4029_b_131897844789851529L,b,test
11133,TRAIN_2670_p_131897816999737657L,p,train
11134,TEST_5953_b_131897872755149000L,b,valid
11135,TEST_5105_f_131897854609781723L,f,valid
11136,TRAIN_4563_f_131897846209501756L,f,train
11137,TRAIN_1350_f_131897796894870472L,f,train
11138,TRAIN_5930_a_131897867375843453L,a,train
11139,TRAIN_5014_a_131897859140168290L,a,train
11140,TRAIN_103_a_131897789136380232L,a,train
11141,TRAIN_1558_b_131897809371839049L,b,train
11142,TRAIN_586_a_131897785471683926L,a,train
11143,TRAIN_3938_a_131897843493545891L,a,train
11144,TRAIN_4471_f_131897851191381652L,f,train
11145,TEST_291_a_131897791629471740L,a,valid
11146,TRAIN_3560_f_131897837988994962L,f,train
11147,VALID_5632_f_131897862785042294L,f,test
11148,TEST_4767_b_131897849389402251L,b,valid
11149,TRAIN_4666_a_131897854019319723L,a,train
11150,VALID_1210_b_131897794639756521L,b,test
11151,VALID_1953_b_131897806123802899L,b,test
11152,TRAIN_4508_p_131897851746404007L,p,train
11153,TRAIN_1701_p_131897811401931984L,p,train
11154,TRAIN_2740_p_131897818068579360L,p,train
11155,VALID_1434_b_131897798184074208L,b,test
11156,TRAIN_2865_b_131897820005103995L,b,train
11157,TEST_2620_a_131897824562228808L,a,valid
11158,TRAIN_678_a_131897786826170908L,a,train
11159,TRAIN_4134_p_131897839562161087L,p,train
11160,TRAIN_5178_a_131897861509018942L,a,train
11161,TRAIN_2479_f_131897814095933816L,f,train
11162,TRAIN_5797_b_131897870521919454L,b,train
11163,TRAIN_2804_f_131897827195018956L,f,train
11164,TRAIN_2077_f_131897807964283851L,f,train
11165,TRAIN_3690_a_131897839927832254L,a,train
11166,TRAIN_2933_p_131897821002564878L,p,train
11167,TRAIN_4839_b_131897850520589430L,b,train
11168,TRAIN_175_f_131897779381312343L,f,train
11169,TRAIN_4279_a_131897848418602934L,a,train
11170,TRAIN_4448_a_131897850859022403L,a,train
11171,TRAIN_3492_b_131897829546684236L,b,train
11172,TRAIN_1796_p_131897803683227545L,p,train
11173,TRAIN_1848_f_131897813456085661L,f,train
11174,TRAIN_4466_b_131897851125753735L,b,train
11175,TRAIN_2761_p_131897818413494052L,p,train
11176,TRAIN_2602_p_131897815970339137L,p,train
11177,TEST_4164_p_131897840036254421L,p,valid
11178,TRAIN_2826_b_131897819415178312L,b,train
11179,TRAIN_3993_f_131897837323056702L,f,train
11180,VALID_4919_a_131897857731355232L,a,test
11181,TRAIN_2598_p_131897815908508943L,p,train
11182,TRAIN_1149_a_131897793749324609L,a,train
11183,TRAIN_409_a_131897793249078939L,a,train
11184,TRAIN_1611_p_131897810127184811L,p,train
11185,VALID_100_f_131897778296669269L,f,test
11186,VALID_533_f_131897794917278444L,f,test
11187,VALID_4239_p_131897841199726213L,p,test
11188,TRAIN_272_f_131897791375554368L,f,train
11189,TRAIN_4845_a_131897850608204272L,a,train
11190,TRAIN_257_p_131897791168982141L,p,train
11191,TEST_5135_a_131897860891024344L,a,valid
11192,VALID_530_a_131897794876806713L,a,test
11193,VALID_2528_a_131897814838508331L,a,test
11194,TRAIN_1664_f_131897801696391751L,f,train
11195,VALID_1085_f_131897792802432410L,f,test
11196,TRAIN_1191_f_131897794360639623L,f,train
11197,TRAIN_3650_f_131897839334212331L,f,train
11198,VALID_2898_p_131897820498959548L,p,test
11199,TRAIN_5661_b_131897868543863028L,b,train
11200,VALID_4554_b_131897846076237067L,b,test
11201,TRAIN_1461_a_131897807952709036L,a,train
11202,TRAIN_2356_a_131897812213237899L,a,train
11203,VALID_283_b_131897780954763661L,b,test
11204,VALID_1427_f_131897798081188626L,f,test
11205,VALID_1446_b_131897798369834891L,b,test
11206,TRAIN_4715_a_131897854740133662L,a,train
11207,TRAIN_3700_a_131897840068465272L,a,train
11208,TRAIN_1167_a_131897803729550047L,a,train
11209,TRAIN_5203_f_131897856142231641L,f,train
11210,TRAIN_49_p_131897788453694732L,p,train
11211,TRAIN_319_a_131897792003863852L,a,train
11212,TRAIN_5595_a_131897867596008720L,a,train
11213,TRAIN_3556_p_131897837932117418L,p,train
11214,TRAIN_4209_b_131897847408715909L,b,train
11215,TRAIN_2529_p_131897814852517678L,p,train
11216,TRAIN_1000_f_131897791541019684L,f,train
11217,TRAIN_934_a_131897790606936146L,a,train
11218,TRAIN_4157_f_131897839927791734L,f,train
11219,TRAIN_2518_f_131897814686758695L,f,train
11220,VALID_4576_f_131897846411666922L,f,test
11221,VALID_2174_p_131897809433267370L,p,test
11222,TRAIN_2402_p_131897812917160686L,p,train
11223,VALID_5925_a_131897867294619473L,a,test
